ResponseId,BA.Pre.Question,Ca.Pre.Question,Fa.Pre.Question,Ea.Pre.Question,AA.Question,Da.Question,TiredBlocked,MentallyExhaustingBlocked,DifficultBlocked,BoringBlocked,RememberAnswersBlocked,MemoryAnswersBlocked,HelpingToLearnBlocked,LearnAnswersBlocked,ClassStructureBlocked,FamiliarBlocked,NewBlocked,StudyHabitsBlocked,TiredInterleaved,MentallyExhaustingInterleaved,DifficultInterleaved,BoringInterleaved,RememberAnswersInterleaved,MemoryAnswersInterleaved,HelpingToLearnInterleaved,LearnAnswersInterleaved,ClassStructureInterleaved,FamiliarInterleaved,NewInterleaved,StudyHabitsInterleaved,CompareMentalEffort,CompareRememberAnswers,CompareEffectiveYou,CompareEffectiveAveragePerson,CompareHarderForOthers,CompareYouStudyFuture,CompareEnjoyable,CompareHarder,CompareClassStructure,CompareFamiliar,CompareNewer,CompareMatchHabits,ChooseActivity,Gender,Age,HispanicLatino,Race,NativeLang,Edu,id
R_1CI6U6ZcKb0fhuw,Jay / Magpie,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,2,2,5,4,5,3,3,1,2,1,1,2,2,2,5,5,5,4,5,1,1,2,1,6,6,6,6,5,6,1,6,1,6,1,6,Interleaved,Female,18-24,No,White,English,Some college,31828
R_1LBedil9AZA2qZa,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,1,1,1,4,4,4,3,3,5,4,5,5,1,1,1,3,2,2,1,1,2,1,3,1,6,1,1,2,5,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,31977
R_3I9s0aAkDHUc2Vz,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,4,2,5,4,3,2,3,4,2,2,2,5,4,2,5,3,2,2,3,2,2,3,2,6,2,1,2,5,1,1,6,4,3,4,2,Blocked,Female,18-24,DTS,White,English,High school diploma,31910
R_ebP8GhkYEWdz3sB,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,4,3,5,4,3,4,4,1,2,1,1,3,3,5,6,1,1,1,1,1,1,2,1,4,1,1,1,6,1,1,6,3,3,5,3,Blocked,Female,18-24,No,White,English,High school diploma,31958
R_1DqganXMqopFqHW,Jay / Magpie,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,5,4,3,6,5,6,5,4,5,5,3,6,5,6,3,3,3,3,3,1,2,2,1,6,1,1,3,5,2,1,6,1,1,6,1,Blocked,Female,18-24,No,Asian,English,Some college,32025
R_1IfJfa7vHQuG6MD,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,1,2,5,5,3,3,2,3,4,3,5,6,2,5,5,5,3,5,2,3,6,3,6,5,2,4,6,3,3,4,2,2,4,3,Interleaved,Female,18-24,No,White,English,Some college,31983
R_1ND2zZn9XTTWpVC,Finch,Oriole,Wood Warbler,Sparrow,Finch,Wood Warbler,2,3,3,4,3,4,3,2,5,5,5,4,3,2,4,4,1,1,1,1,2,1,3,1,4,1,1,1,6,1,1,6,2,1,6,1,Blocked,Female,18-24,No,White,English,Some college,31851
R_8es1U3sYUvfBmhj,Finch,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,2,3,2,5,4,4,3,2,3,3,5,4,2,2,2,3,4,3,3,3,2,2,4,2,5,5,5,3,4,4,6,2,3,2,5,3,Interleaved,Female,18-24,No,White,English,High school diploma,32038
R_3jUazziTiPimM2R,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,1,1,1,4,4,3,4,4,1,2,2,3,4,3,4,6,2,2,2,2,4,3,4,3,5,1,1,2,5,1,1,6,5,4,3,4,Blocked,Female,18-24,No,White,English,Some college,31883
R_33EBbyOxgQJylai,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,6,6,6,6,1,1,3,2,4,1,1,1,5,4,5,2,3,3,4,2,2,3,4,4,5,5,5,2,5,2,5,1,2,3,1,2,Blocked,Female,18-24,No,White,English and Russian,High school diploma,31811
ResponseId,BA.Pre.Question,Ca.Pre.Question,Fa.Pre.Question,Ea.Pre.Question,AA.Question,Da.Question,2,2,2,2,3,3,3,3,2,3,2,3,2,1,2,2,3,3,4,4,2,2,2,3,5,2,2,3,4,3,3,4,2,3,4,3,Blocked,Female,18-24,No,White,English,High school diploma,30424
R_2BgtF4VpjJwjRvf,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,5,3,5,4,4,2,2,2,2,2,2,5,5,3,6,5,4,2,3,2,2,2,2,5,2,2,2,5,2,2,5,2,2,5,2,Blocked,Male,18-24,No,White,English ,Some college,30654
R_2talgiCOi5LHwhc,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,3,2,2,5,5,5,5,4,4,4,4,3,3,3,3,4,5,5,3,3,4,3,5,2,2,2,2,4,3,4,5,2,5,2,3,4,Blocked,Female,18-24,No,Asian,English,High school diploma,30438
R_1GD4igMe6FmHynk,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Tyrant flycatcher,2,2,2,3,5,5,5,5,5,5,5,5,4,4,5,2,4,4,4,4,4,3,3,4,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,Asian,Mandarin ,Some college,30514
R_2168qhFXMHsmWbD,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,3,6,4,4,4,4,5,5,5,4,3,3,2,5,4,4,4,4,5,5,5,4,5,2,2,3,3,2,2,3,3,3,5,4,Blocked,Female,18-24,No,White,English ,Some college,31048
R_3Qzq6zrOqQFFy6J,Jay / Magpie,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,5,2,3,5,3,4,2,3,5,5,5,4,4,4,4,2,5,3,4,5,1,1,1,4,6,6,5,3,5,4,5,5,1,1,6,4,Interleaved,Female,18-24,No,Asian,Chinese,College Bachelor's degree,30709
R_1qg1HcGvDnQm1Ka,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,1,1,1,4,3,3,2,2,3,3,3,3,1,1,1,3,4,3,3,3,2,2,3,2,5,2,1,2,5,1,2,4,2,2,5,2,Blocked,Female,18-24,No,Black and White,English and Spanish,Some college,31064
R_25sIP3WHn9EJlXQ,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Sparrow,6,5,5,6,3,3,3,3,3,1,6,1,2,2,2,6,3,4,5,2,2,2,3,3,5,3,2,2,5,2,2,5,3,3,4,3,Blocked,Female,18-24,No,White,English,Some college,30482
R_3KMzlm2hRYssaIq,Finch,Finch,Wood Warbler,Sparrow,Finch,Sparrow,3,2,2,3,5,5,4,5,5,6,5,6,5,5,5,6,2,2,2,3,2,2,3,2,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Male,18-24,No,Black,English,Some college,30969
R_2y18W9arXY5jMpD,Finch,Finch,Wood Warbler,Sparrow,Finch,Sparrow,4,4,4,3,5,5,5,4,5,5,5,5,6,5,5,6,3,3,2,2,2,2,2,4,6,2,1,2,5,2,2,6,2,1,6,2,Blocked,Female,18-24,No,Asian,Chinese,High school diploma,31531
R_VVDksELkiH8GAY9,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Sparrow,3,3,3,3,4,4,5,4,5,5,6,4,5,5,4,6,2,2,1,1,3,3,5,1,6,2,3,3,6,1,2,5,3,2,5,2,Blocked,DTS,18-24,No,White,English,Some college,30548
R_22QX0IzrQ6CY7YK,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,1,1,1,2,6,5,5,4,6,6,3,6,4,3,2,1,2,3,2,3,1,1,2,1,6,1,1,3,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,Asian,English and Korean,Some college,30537
R_3DunphGeAAXCBPA,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,3,6,5,4,2,2,2,2,2,2,5,1,6,6,6,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,4,1,1,6,Blocked,Male,18-24,No,Asian,English,Some college,30502
R_1LbR3maekbItgM4,Finch,Finch,Sparrow,Sparrow,Finch,Sparrow,1,1,1,3,1,1,1,3,2,2,5,2,1,1,1,4,2,3,3,2,2,2,4,1,4,2,2,2,4,2,2,5,2,2,5,2,Blocked,Male,18-24,DTS,DTS,English,Some college,31013
R_8pJ5uMfBUbQVKh3,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,1,1,5,2,2,3,3,3,4,3,5,4,5,5,6,3,3,2,5,5,3,4,4,6,5,5,4,3,4,1,5,1,2,5,2,Interleaved,Female,18-24,No,White,English,Some college,31478
R_3Dve12A4pVyl3gi,Finch,Oriole,Tyrant flycatcher,Sparrow,Jay / Magpie,Sparrow,4,4,3,4,3,5,5,5,4,3,3,4,4,4,3,5,2,2,3,2,3,2,5,3,5,3,3,1,5,2,3,5,2,2,4,2,Blocked,Male,18-24,No,Asian,English and Tamil,High school diploma,30436
R_1OqoMEBhWLxt3ZO,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,4,4,3,5,4,4,3,3,4,4,4,4,4,4,5,5,2,2,3,2,4,2,3,2,6,1,1,1,6,3,1,6,2,1,4,1,Blocked,Female,18-24,No,Asian,English,Some college,31120
R_2tFoFb2hL8us97c,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,5,3,3,4,3,3,2,2,5,5,6,5,5,5,5,2,4,5,5,4,2,5,4,4,6,6,6,6,6,6,3,5,1,3,4,3,Interleaved,Male,18-24,No,Asian,Mandarin,College Bachelor's degree,31179
R_2wtSNMlJVarPVAV,Jay / Magpie,Finch,Sparrow,Sparrow,Jay / Magpie,Sparrow,5,5,1,6,3,4,4,4,4,2,2,2,4,4,1,6,4,5,5,5,3,2,2,2,6,5,4,4,6,5,4,5,2,4,3,4,Interleaved,Female,18-24,No,White,English,Some college,30488
R_1dal87aYsedooBy,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,1,1,1,5,2,1,2,2,4,1,1,1,1,1,1,5,3,2,1,1,5,1,1,1,6,3,1,2,6,1,1,6,6,1,4,4,Blocked,Female,45-54,No,DTS,English,Some college,30954
R_UEZdwpgiGFZJkhX,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,4,2,5,2,2,2,2,4,2,4,2,3,4,2,6,2,2,3,2,5,1,2,3,5,3,2,2,5,2,2,5,2,2,4,2,Blocked,Female,18-24,No,White,English,Some college,31142
R_3D1FCLKsagXFEq4,Finch,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,1,1,1,1,4,4,5,5,2,2,2,3,1,1,1,1,4,4,5,5,2,2,2,3,3,4,4,2,5,2,4,3,4,5,2,4,Blocked,Female,18-24,No,White,English,Some college,31130
R_55xne3MTbqTzqzT,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,2,2,2,5,5,5,5,3,5,6,6,5,5,2,6,3,4,2,2,4,2,4,1,6,1,1,1,6,1,1,6,6,1,6,1,Blocked,Male,18-24,Yes,White,English,Some college,27146
R_2uBZlFN0LlRG2Xj,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,3,4,4,4,4,4,5,5,5,4,4,5,5,4,2,2,2,2,2,3,4,4,5,1,1,2,5,2,2,5,2,2,5,2,Blocked,Female,18-24,No,White,English,Some college,31071
R_ugnH7BwnlvLNAeR,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,4,5,3,5,3,4,3,3,2,2,2,2,3,4,3,5,4,4,3,4,2,2,2,3,2,5,5,3,4,5,5,3,5,3,3,4,Interleaved,Non-Binary,25-34,No,Black and White,English,Some college,30501
R_2D05dPOCaQDu6Vv,Jay / Magpie,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,1,1,3,1,5,5,5,6,2,5,5,5,2,6,5,4,1,1,2,1,4,3,3,1,6,1,1,1,6,1,1,6,3,1,6,2,Blocked,Female,18-24,No,White,English,Some college,31520
R_1EXMi9ooGhO3Ach,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,3,3,3,5,3,3,2,2,2,1,3,1,3,3,3,5,3,3,2,3,1,2,4,1,5,2,2,3,6,2,2,4,2,2,5,2,Blocked,Female,18-24,No,White,English,Some college,31483
R_29nBa4RPrrh359p,Finch,Oriole,Sparrow,Sparrow,Finch,Wood Warbler,4,3,2,2,5,3,2,3,3,2,4,3,3,3,3,3,3,3,2,3,2,2,5,3,5,2,2,3,4,3,2,4,2,5,3,3,Blocked,Male,18-24,No,White,English,Some college,31037
R_bfw8ixFLXVgyHE5,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,5,6,5,1,1,1,1,6,4,4,5,3,3,5,5,3,3,3,3,4,4,5,6,1,6,6,5,2,5,6,1,2,2,4,5,Interleaved,Female,18-24,Yes,American Indian or Alaska Native,English ,High school diploma,31465
R_SUCUlrhrQKEfJkt,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,3,2,3,4,4,4,4,4,4,4,5,4,5,4,3,4,3,3,4,2,2,2,2,5,2,1,3,5,2,1,6,2,2,5,2,Blocked,Female,18-24,Yes,White,English,Some college,30429
R_Q4Jk4c4U8cIkdrj,Oriole,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,5,1,5,1,1,1,1,4,2,6,1,3,4,1,6,4,4,4,4,4,4,6,2,1,6,6,6,1,6,6,1,3,6,1,5,Interleaved,Female,18-24,No,White,English,Some college,30413
R_3kv2nxh02XIQd0O,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,1,1,1,6,2,2,2,2,2,2,3,3,1,1,1,1,2,1,2,1,2,2,3,2,4,3,2,1,6,1,1,5,3,3,3,2,Blocked,Female,18-24,No,Asian and White,English,Some college,31074
R_33yb3CnD5S8QzV9,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,2,2,3,3,2,3,2,3,3,3,2,2,4,4,4,4,4,4,1,3,2,4,5,5,5,5,3,5,5,2,3,3,4,3,Interleaved,Male,18-24,No,White,English,Some college,31471
R_23ftW03MXGERGDj,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,4,4,5,5,5,5,5,6,6,5,5,4,4,4,6,4,3,4,4,5,2,2,2,5,2,2,2,6,2,6,6,1,1,6,3,Blocked,Male,18-24,No,Mixed,English,College Bachelor's degree,30690
R_1FkADg19MaJgzYb,Jay / Magpie,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,3,1,1,3,3,3,3,3,1,1,1,1,3,1,1,3,3,3,3,3,1,1,1,1,4,3,4,3,4,3,4,4,3,3,4,3,Interleaved,Female,18-24,No,White,English,High school diploma,27636
R_pmW88uZFOfwcLVD,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,3,2,2,5,5,4,5,3,4,4,4,5,5,4,6,3,4,2,2,4,5,5,4,4,5,5,2,2,2,5,2,2,5,3,5,Interleaved,Female,18-24,DTS,Asian,English and Chinese,Some college,30554
R_1eKaxg3EFRIOlp9,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,2,3,6,3,3,4,4,3,1,1,1,1,2,3,6,3,2,3,3,1,1,1,1,6,1,1,1,6,1,1,6,3,1,6,1,Blocked,Female,18-24,No,White,English,Some college,30656
R_21vO4mbgL0UYA5K,Finch,Oriole,Sparrow,Sparrow,Finch,Tyrant flycatcher,1,1,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,1,2,2,5,2,2,3,5,2,2,5,2,2,5,2,Blocked,Male,18-24,Yes,White,English,Some college,30598
R_2430V7X9SXzju2n,Oriole,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,1,1,2,3,4,4,5,5,5,4,5,4,5,5,6,4,1,1,1,1,4,1,1,2,6,1,1,1,6,1,1,6,2,1,6,2,Blocked,Female,18-24,No,White,English,High school diploma,30473
R_31tkoKrLXCqLAy9,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,6,5,2,6,3,2,1,3,1,5,5,2,5,5,2,6,5,4,3,3,2,4,6,4,1,5,6,5,2,5,6,1,4,5,2,5,Interleaved,Female,18-24,No,White,English,Some college,31005
R_3sdJ8be8484ujwp,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,1,2,3,5,4,6,6,6,6,5,6,2,4,6,4,2,1,1,1,6,6,5,6,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Male,18-24,No,Asian,Mandarin,Some high school,30666
R_2c5E5rbY8JjZlil,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,3,2,2,3,3,5,5,5,5,5,4,5,6,6,4,3,3,5,4,3,4,1,3,6,1,1,3,5,4,2,6,3,2,6,3,Blocked,Male,18-24,No,Asian,Chinese,Some college,30430
R_24wqlJsPh9H7vNQ,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,1,1,2,4,3,4,3,3,3,5,4,3,2,1,2,3,4,4,4,4,4,4,3,5,2,2,2,5,1,1,5,2,2,5,2,Blocked,Male,18-24,No,White,English,Some college,30578
R_31NUSz5TNINKmdv,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,4,3,2,4,3,3,3,2,2,2,2,3,3,4,2,5,2,2,3,3,2,2,3,3,4,3,2,2,3,2,1,5,2,3,5,2,Blocked,Male,18-24,No,White,English,Some college,30571
R_2yrz5m2U2GcrGRG,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,6,6,1,6,1,2,1,3,1,1,4,2,6,6,3,6,2,1,1,1,6,1,1,3,6,2,2,2,5,2,4,4,4,4,4,3,Blocked,Female,18-24,No,White,English,High school diploma,31040
R_6LMYx9YMKyBNYad,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Sparrow,1,1,1,5,2,2,3,2,2,3,4,2,1,1,1,6,2,2,3,3,2,2,3,1,6,1,1,1,6,1,3,5,2,2,5,1,Blocked,Female,18-24,No,Asian,"English, Gujarati, and Hindi",Some college,30584
R_CjZpKKlJEjeydCp,Finch,Finch,Sparrow,Sparrow,Finch,Sparrow,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,5,5,5,5,1,1,1,1,6,1,1,1,6,1,1,6,3,3,3,3,Blocked,Female,18-24,No,Asian,English,Some college,31516
R_YQzBja1JF38XgxH,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,2,5,3,3,3,3,3,3,5,3,4,3,3,6,2,2,2,2,3,3,5,3,6,1,1,2,5,1,1,6,3,3,5,2,Blocked,Female,18-24,No,White,English,Some college,31069
R_3EAOAKvsng9PyQF,Finch,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Wood Warbler,1,1,2,3,4,3,4,4,5,5,5,5,1,1,2,2,3,4,4,4,1,2,2,3,6,2,2,3,4,1,1,6,2,2,5,3,Blocked,Female,18-24,No,White,English,Some college,30703
R_1eLWhQqPST7Lqdy,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,5,3,3,3,3,3,2,3,3,1,2,2,3,2,2,2,6,3,3,5,3,Blocked,Male,18-24,No,Asian,English,Some college,31467
R_3PXmI4rfvABMUVm,Finch,Finch,Sparrow,Tyrant flycatcher,Oriole,Wood Warbler,3,3,3,6,2,2,4,3,4,2,2,3,3,3,5,6,3,3,2,2,1,2,3,3,6,2,2,3,5,2,2,5,2,2,5,2,Blocked,Female,18-24,No,Asian,Tamil,Some college,31844
R_OIgUXTd6Mo14a1r,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,6,4,1,5,6,6,6,6,5,6,6,5,3,4,2,4,5,5,4,3,2,1,5,2,6,3,1,2,6,1,4,6,1,1,6,1,Blocked,Non-Binary,18-24,No,Asian,English and Mandarin,High school diploma,32194
R_3ffRo9ACWcz6luH,Jay / Magpie,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,3,3,3,4,5,5,5,4,4,2,3,4,5,4,3,6,4,5,2,2,4,1,1,2,6,1,1,1,6,1,1,6,2,2,5,1,Blocked,Male,18-24,DTS,DTS,English,High school diploma,32042
R_2ZP30K1RcIadHS5,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,3,5,3,2,2,2,4,2,3,2,3,2,4,6,5,5,4,4,4,2,2,2,1,6,6,6,1,6,6,1,1,2,4,6,Interleaved,Male,18-24,No,White,English,High school diploma,32039
R_3LZS8ltELhLqeWi,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,5,2,6,4,5,2,4,4,2,2,3,3,4,1,6,5,5,4,5,5,4,5,1,6,5,6,2,4,5,5,1,3,3,5,3,Interleaved,Female,18-24,No,Black and White,English,High school diploma,32008
R_s5ySsMzHV26STTj,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,4,3,3,4,4,4,4,4,2,1,1,5,4,5,5,5,2,4,2,4,2,1,1,5,5,2,1,2,5,2,1,6,2,3,5,2,Blocked,Male,18-24,No,Asian,English and Vietnamese,High school diploma,32414
R_2q1vMtbtqmM7sZX,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,6,6,3,6,5,5,5,5,5,5,5,5,4,4,2,6,4,4,4,3,3,5,5,5,6,1,1,1,6,1,1,6,6,6,1,6,Blocked,Female,18-24,Yes,White,English and Spanish,High school diploma,32055
R_1jdF7Z1ItDV78Td,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,2,2,2,3,3,4,4,3,3,3,3,1,1,2,3,4,3,4,4,2,4,4,3,5,2,2,3,4,2,1,5,3,2,5,2,Blocked,Male,18-24,No,Asian and White,English,High school diploma,32201
R_3gT5nOK4oIdDpA3,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,2,5,3,3,2,2,2,1,3,1,3,2,4,5,3,3,2,2,1,1,2,2,5,2,1,2,6,3,5,5,4,3,4,3,Blocked,Female,18-24,No,White,English,High school diploma,32437
R_YaxNDRqjKWRoYSt,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,1,1,6,3,4,3,3,2,4,5,3,1,1,1,4,4,4,3,2,1,1,1,3,6,6,4,4,6,4,4,4,4,4,4,4,Interleaved,Female,18-24,No,White,English ,High school diploma,32301
R_3eaEaFhT2xwvmin,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,3,1,6,4,4,5,3,3,3,4,1,1,4,1,6,4,3,2,2,3,4,5,4,6,2,2,1,6,1,1,6,5,5,1,5,Blocked,Female,18-24,No,Black ,English,Some college,32045
R_zUaf1eIkSgXeupH,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,4,4,4,4,4,3,4,4,4,3,4,6,6,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,Interleaved,Female,18-24,No,Asian,Chinese,High school diploma,31841
R_1eqM06Mm8tyUAlQ,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,5,3,3,6,4,4,4,4,4,5,3,5,4,4,4,5,5,5,5,5,3,2,3,2,5,5,3,3,3,5,5,3,2,2,5,1,Interleaved,Female,18-24,No,White,English,Some college,32233
R_2Xpq0uOLUpyqgOH,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,5,5,5,6,4,5,3,4,5,5,4,5,4,5,2,6,5,4,5,4,4,5,4,4,5,2,1,3,5,3,1,6,3,3,4,2,Blocked,Male,18-24,No,Asian,English and Kannada,High school diploma,31867
R_3fouEpLnYHrZ97C,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,3,3,5,3,4,4,4,5,4,5,3,3,3,3,5,3,4,4,3,5,5,5,4,1,3,3,3,5,2,2,2,3,2,4,5,Blocked,DTS,18-24,No,DTS,English and Telugu,Some college,32299
R_3QWuZwyC1Rkimiq,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,2,5,5,5,5,5,3,5,6,6,4,5,3,5,3,3,4,4,2,3,5,4,6,1,1,2,6,1,2,5,1,1,5,1,Blocked,Female,18-24,No,White,English,Some college,32196
R_ac07MmuiDiSne4p,Jay / Magpie,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,5,2,1,6,3,3,2,2,2,2,3,2,4,4,1,6,4,4,4,4,1,3,3,4,6,1,1,1,6,1,6,6,3,1,6,1,Blocked,Male,18-24,No,White,English,High school diploma,32239
R_3qr5G7gwvrYwz9Y,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,2,3,2,4,4,5,5,5,6,6,6,2,2,4,4,3,3,4,4,5,2,2,2,5,1,1,2,5,1,1,5,2,1,5,1,Blocked,Female,18-24,No,Asian,Korean,High school diploma,31901
R_1owdPajZQuRk2Sv,Oriole,Finch,Sparrow,Sparrow,Oriole,Sparrow,2,2,2,4,5,5,5,5,4,5,3,4,4,4,4,3,4,4,4,4,3,4,4,2,5,2,1,3,5,1,1,5,2,1,4,1,Blocked,Male,18-24,No,Asian,Chinese,High school diploma,31978
R_1DIT3aqEk0SWOiE,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Sparrow,6,2,2,6,1,1,1,1,1,1,2,1,5,3,2,6,4,2,2,2,1,1,2,1,1,6,6,4,1,5,6,2,3,4,4,4,Interleaved,Male,18-24,Yes,White,English,High school diploma,32441
R_3ozNmODB4Y9p1Tp,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,2,3,3,5,5,5,4,4,4,5,4,4,5,5,4,2,2,2,3,1,1,2,2,6,2,1,3,5,2,2,5,2,2,5,2,Blocked,Female,18-24,No,Asian,English,High school diploma,31909
R_0Ba1zqgyBmXrnA5,Jay / Magpie,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,4,3,4,3,3,3,3,4,4,4,3,4,5,5,5,3,3,2,2,4,3,3,2,5,2,2,2,5,2,2,5,2,2,5,2,Blocked,Female,18-24,No,Asian and White,English,High school diploma,31876
R_RyRGeOuTx289euZ,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,1,1,1,5,3,3,4,4,3,5,5,5,2,1,1,2,3,3,4,3,3,4,4,4,1,6,6,6,1,6,6,1,1,6,1,6,Blocked,Female,18-24,No,Asian,English,Some college,32433
R_1q3W2qOqw23MDLA,Oriole,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,3,2,3,3,4,5,4,5,4,4,3,3,4,5,4,5,3,3,2,3,3,2,4,2,6,2,1,2,5,1,1,6,3,3,3,4,Blocked,Female,18-24,No,Asian,Cantonese,High school diploma,32047
R_3qwjNZ5QJbch6ou,Finch,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,4,3,6,4,4,4,4,3,3,6,4,6,6,6,6,3,3,1,1,3,4,6,6,6,1,1,1,6,1,1,6,6,6,2,6,Blocked,Female,18-24,No,Asian and White,English,Some college,31889
R_1GIwSQK14dLOlB8,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,3,2,5,3,3,3,4,4,5,5,5,1,3,3,5,3,3,2,2,2,1,2,2,6,3,1,2,5,1,2,5,3,1,6,1,Blocked,Male,18-24,No,White,English,High school diploma,32193
